"event.id","visible","timestamp","location.long","location.lat","study.specific.measurement","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","utm.easting","utm.northing","utm.zone"
13872702660,"true","2016-05-28 14:55:00.000",-89.98385,35.14735,"10.10430033:14.75165224","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228165.990058295,3893460.82789194,"16N"
13872702664,"true","2016-06-21 13:10:00.000",-89.9837,35.14733333,"3.658640658:38.94437259","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228179.604022097,3893458.56817663,"16N"
13872702668,"true","2016-07-05 15:52:00.000",-89.98405,35.14721667,"11.32896349:38.94434064","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228147.320176826,3893446.5818648,"16N"
13872702672,"true","2016-07-23 14:43:00.000",-89.9843,35.14711667,"5.461460491:11.06356675","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228124.204716799,3893436.17058559,"16N"
13872702676,"true","2016-08-06 14:36:00.000",-89.98376667,35.14758333,"8.492844759:31.10623466","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228174.360718754,3893486.48798485,"16N"
13872702680,"true","2016-08-20 16:30:00.000",-89.9842,35.14756667,"21.26056922:47.22693126","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228134.816104224,3893485.82459607,"16N"
13872702684,"true","2016-09-03 15:42:00.000",-89.98381667,35.14776667,"3.59259511:5.868003698","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228170.414646758,3893506.96628613,"16N"
13872702688,"true","2016-09-17 19:24:00.000",-89.9838,35.14735,"5.628568666:45.98891299","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228170.54654548,3893460.69116335,"16N"
13872702692,"true","2016-10-05 14:00:00.000",-89.98535,35.14925,"63.99332646:28.85811915","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228035.624523498,3893675.73594201,"16N"
13872702696,"true","2016-10-18 16:33:00.000",-89.98593333,35.14895,"37.47560345:25.70774057","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",227981.467470993,3893644.04708276,"16N"
13872702700,"true","2016-11-01 16:12:00.000",-89.98555,35.14925,"46.73566663:102.0895623","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",228017.398990801,3893676.28316804,"16N"
13872702704,"true","2017-04-07 13:36:00.000",-89.98581667,35.1482,"26.79223854:15.18781234","radio-transmitter","Agkistrodon contortrix","ID_7270","ID_7270","Spatial ecology of copperhead snakes in an urban park",227989.599721793,3893560.51527772,"16N"
