event-id,visible,timestamp,location-long,location-lat,study-specific-measurement,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
13872701126,true,2015-06-11 16:36:00.000,-89.98576667,35.14843333,"20.10961807:42.55695012","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227994.9335217327,3893586.2664394313,"16N"
13872701127,true,2015-06-13 19:01:00.000,-89.98575,35.14881667,"22.51152668:16.16905942","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227997.72976576403,3893628.75242884,"16N"
13872701128,true,2015-06-16 15:49:00.000,-89.98591667,35.14876667,"17.13299:28.8554554","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227982.37484612525,3893623.6610113303,"16N"
13872701129,true,2015-06-20 19:30:00.000,-89.98623333,35.14876667,"11.19852849:58.90423686","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227953.5181833898,3893624.5276109464,"16N"
13872701130,true,2015-06-23 15:35:00.000,-89.9857,35.14846667,"15.71422176:41.21048657","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",228001.1201372667,3893589.7830817825,"16N"
13872701131,true,2015-06-26 13:56:00.000,-89.98596667,35.14816667,"20.70456754:58.10789419","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227975.81934553396,3893557.2277864064,"16N"
13872701132,true,2015-06-30 15:07:00.000,-89.98658333,35.14803333,"3.590541961:2.392754378","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227919.17944647715,3893544.121406106,"16N"
13872701133,true,2015-07-04 14:40:00.000,-89.98656667,35.14805,"5.37901554:11.1979333","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227920.75320853636,3893545.9253438734,"16N"
13872701134,true,2015-07-07 14:23:00.000,-89.98658333,35.14815,"6.197172099:45.90708176","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227919.56824633462,3893557.0659548296,"16N"
13872701135,true,2015-07-10 14:09:00.000,-89.98706667,35.14803333,"5.920837055:47.02082594","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227875.13312493294,3893545.4444778804,"16N"
13872701136,true,2015-07-20 15:54:00.000,-89.98665,35.14828333,"1.336579197:25.93143463","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227913.9370109866,3893572.0414195918,"16N"
13872701137,true,2015-07-23 15:54:00.000,-89.98663333,35.14805,"5.641140706:57.66567224","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227914.67854682973,3893546.1078020204,"16N"
13872701138,true,2015-07-27 15:38:00.000,-89.98725,35.14816667,"3.523426656:8.226882831","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227858.87088377518,3893560.740462835,"16N"
13872701139,true,2015-07-30 14:35:00.000,-89.98731667,35.14821667,"4.699042094:9.731479288","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227852.96198339132,3893566.470497048,"16N"
13872701140,true,2015-08-03 14:38:00.000,-89.98728333,35.1483,"6.413883488:20.39627662","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227856.27798153413,3893575.6246933783,"16N"
13872701141,true,2015-08-06 15:27:00.000,-89.9873,35.14811667,"3.532969833:28.88152655","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227854.1477733762,3893555.3298448483,"16N"
13872701142,true,2015-08-10 15:09:00.000,-89.98701667,35.148,"1.876609116:12.70086769","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227879.5784910671,3893541.6096328674,"16N"
13872701143,true,2015-08-13 15:11:00.000,-89.98688333,35.14796667,"2.643143707:32.74007879","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227891.61856355536,3893537.546651884,"16N"
13872701144,true,2015-08-17 14:30:00.000,-89.98653333,35.14803333,"3.393972421:22.31448688","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227923.73589927692,3893543.984550753,"16N"
13872701145,true,2015-08-20 14:29:00.000,-89.98635,35.14816667,"8.806881364:12.98111429","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227940.88690600567,3893558.276862493,"16N"
13872701146,true,2015-08-24 19:30:00.000,-89.98645,35.14825,"10.12114455:42.88557293","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227932.0516992887,3893567.7960310825,"16N"
13872701147,true,2015-08-31 14:57:00.000,-89.98598333,35.1483,"34.99730523:22.99481444","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227974.7453691694,3893572.0663527357,"16N"
13872701148,true,2015-09-07 13:59:00.000,-89.98583333,35.14846667,"16.24568394:27.65295977","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227988.96996784635,3893590.1479252414,"16N"
13872701149,true,2015-09-14 14:43:00.000,-89.98568333,35.14825,"33.54625747:41.13151677","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",228001.91741617548,3893565.6979139424,"16N"
13872701150,true,2015-09-21 18:46:00.000,-89.98575,35.14861667,"0.254627193:24.30019153","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227997.06344687217,3893606.5624119225,"16N"
13872701151,true,2015-09-28 19:42:00.000,-89.98548333,35.14861667,"7.689694915:23.95188208","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",228021.36465111666,3893605.8327330323,"16N"
13872701152,true,2015-10-05 15:22:00.000,-89.98573333,35.14855,"7.202661253:47.85709903","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227998.3604415508,3893599.119754544,"16N"
13872701153,true,2015-10-12 16:27:00.000,-89.98606667,35.14821667,"24.55655792:35.70526746","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227966.87305163854,3893563.0489522093,"16N"
13872701154,true,2015-10-19 16:52:00.000,-89.98645,35.14828333,"12.974304:27.53271963","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227932.1627661921,3893571.4939980004,"16N"
13872701155,true,2015-10-28 14:45:00.000,-89.98671667,35.1484,"7.121302951:3.555985457","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227908.2502749231,3893585.1684603957,"16N"
13872701156,true,2015-11-02 15:41:00.000,-89.98675,35.14838333,"3.65574733:11.96462608","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227905.1574011158,3893583.410155543,"16N"
13872701157,true,2015-11-09 17:43:00.000,-89.98666667,35.14846667,"15.56515891:78.85582753","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227913.02889161278,3893592.4286422664,"16N"
13872701158,true,2016-03-18 20:15:00.000,-89.98581667,35.1486,"1.446619032:9.298247767","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227990.93237890385,3893604.895310774,"16N"
13872701159,true,2016-03-23 15:37:00.000,-89.98591667,35.14861667,"0.445637286:29.75703004","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",227981.87507929443,3893607.018497837,"16N"
13872701160,true,2016-03-30 15:28:00.000,-89.98563333,35.14848333,"11.49668232:NA","radio-transmitter","Agkistrodon contortrix","ID_3413","ID_3413","Spatial ecology of copperhead snakes in an urban park",228007.25117928605,3893591.4490807867,"16N"
13872701161,true,2016-08-02 16:14:00.000,-89.98798333,35.1489,"58.92388192:4.917274166","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227794.4882802302,3893644.1114619607,"16N"
13872701162,true,2016-08-05 15:43:00.000,-89.98803333,35.14888333,"63.83810551:53.05710283","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227789.87629336806,3893642.398846172,"16N"
13872701163,true,2016-08-12 15:45:00.000,-89.98755,35.14861667,"35.02116297:0","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227833.0323163105,3893611.4893922145,"16N"
13872701164,true,2016-08-16 14:48:00.000,-89.98755,35.14861667,"35.02116297:8.687399265","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227833.0323163105,3893611.4893922145,"16N"
13872701165,true,2016-08-19 14:30:00.000,-89.9875,35.14855,"31.61830837:8.687399265","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227837.36649062415,3893603.955445429,"16N"
13872701166,true,2016-08-23 14:29:00.000,-89.98755,35.14861667,"35.02116297:59.49015571","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227833.0323163105,3893611.4893922145,"16N"
13872701167,true,2016-08-26 16:16:00.000,-89.9869,35.14866667,"2.842682865:3.697812008","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227892.43243438413,3893615.2573675564,"16N"
13872701168,true,2016-08-30 16:13:00.000,-89.9869,35.1487,"0.747241715:0","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227892.54351922218,3893618.9553351738,"16N"
13872701169,true,2016-09-02 15:57:00.000,-89.9869,35.1487,"0.747241715:7.112153484","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227892.54351922218,3893618.9553351738,"16N"
13872701170,true,2016-09-06 16:35:00.000,-89.98683333,35.14866667,"3.387036442:0","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227898.5079618814,3893615.0748642916,"16N"
13872701171,true,2016-09-09 15:58:00.000,-89.98683333,35.14866667,"3.387036442:15.54170485","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227898.5079618814,3893615.0748642916,"16N"
13872701172,true,2016-09-12 21:08:00.000,-89.98698333,35.1486,"6.995327663:11.73663159","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227884.61649935716,3893608.088436971,"16N"
13872701173,true,2016-09-16 15:44:00.000,-89.98688333,35.14866667,"3.231759954:12.98107437","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227893.9515440918,3893615.2117345138,"16N"
13872701174,true,2016-09-20 15:02:00.000,-89.98678333,35.14875,"5.786355488:3.55597361","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227903.34209765412,3893624.1834698548,"16N"
13872701175,true,2016-09-23 14:47:00.000,-89.98675,35.14876667,"7.574345648:7.112726074","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227906.43495894753,3893625.9417733676,"16N"
13872701176,true,2016-09-27 14:48:00.000,-89.98681667,35.14873333,"3.999017808:37.24092851","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227900.24832382565,3893622.425194702,"16N"
13872701177,true,2016-10-04 14:45:00.000,-89.987,35.14843333,"8.101059017:31.10750326","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227882.54188117094,3893589.642014221,"16N"
13872701178,true,2016-10-07 13:53:00.000,-89.98721667,35.14865,"5.65837849:34.22066721","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227863.51925122284,3893614.274740894,"16N"
13872701179,true,2016-10-11 17:40:00.000,-89.98758333,35.14871667,"33.44349229:NA","radio-transmitter","Agkistrodon contortrix","ID_4186","ID_4186","Spatial ecology of copperhead snakes in an urban park",227830.3283698444,3893622.675666214,"16N"
13872701180,true,2016-06-29 14:29:00.000,-89.98813333,35.1459,"6.189665567:24.50605462","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227770.81660549,3893311.671793409,"16N"
13872701181,true,2016-07-02 14:11:00.000,-89.98828333,35.14571667,"4.528450516:52.8550935","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227756.53562550712,3893291.7420881665,"16N"
13872701182,true,2016-07-05 13:02:00.000,-89.98816667,35.14525,"41.42269418:65.7055612","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227765.61115728156,3893239.6455133986,"16N"
13872701183,true,2016-07-13 13:28:00.000,-89.98775,35.14476667,"3.893292425:12.29000687","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227801.97202270536,3893184.879033118,"16N"
13872701184,true,2016-07-20 15:09:00.000,-89.98788333,35.14478333,"6.279708138:10.7907728","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227789.8768323242,3893187.0925396103,"16N"
13872701185,true,2016-07-23 14:49:00.000,-89.98776667,35.1448,"0.075948337:25.96354978","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227800.56394621782,3893188.6226440775,"16N"
13872701186,true,2016-07-27 14:47:00.000,-89.98796667,35.14496667,"21.91985458:46.43570369","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227782.8930413117,3893207.6623385176,"16N"
13872701187,true,2016-07-30 15:04:00.000,-89.98781667,35.14456667,"24.7043109:9.368915974","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227795.22948846908,3893162.871563391,"16N"
13872701188,true,2016-08-03 14:46:00.000,-89.98783333,35.14465,"15.55069977:27.05096801","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227793.98900076695,3893172.1626529265,"16N"
13872701189,true,2016-08-06 14:41:00.000,-89.98761667,35.14448333,"32.7277617:11.99376365","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227813.1782817708,3893153.077372123,"16N"
13872701190,true,2016-08-10 14:45:00.000,-89.98756667,35.14438333,"37.42507473:9.298716294","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227817.401607471,3893141.845466415,"16N"
13872701191,true,2016-08-13 15:51:00.000,-89.98766667,35.1444,"42.41979128:6.075594384","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227808.34385796374,3893143.968799917,"16N"
13872701192,true,2016-08-17 14:42:00.000,-89.9876,35.1444,"38.02382241:75.39620895","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227814.4197051623,3893143.786259424,"16N"
13872701193,true,2016-08-20 14:58:00.000,-89.9879,35.14503333,"13.54792707:71.30894194","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227789.1910706769,3893214.8757125842,"16N"
13872701194,true,2016-08-24 14:51:00.000,-89.98803333,35.14566667,"6.320801832:42.2327221","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227779.15185385814,3893285.5099575305,"16N"
13872701195,true,2016-08-27 14:26:00.000,-89.98761667,35.1455,"1.072449023:29.4246751","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227816.56722287112,3893265.877008998,"16N"
13872701196,true,2016-09-03 14:33:00.000,-89.98785,35.14568333,"13.12555394:23.95265508","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227795.91457557637,3893286.8563744263,"16N"
13872701197,true,2016-09-07 14:24:00.000,-89.9881,35.14575,"1.947912992:0","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227773.35392038216,3893294.938001373,"16N"
13872701198,true,2016-09-10 14:38:00.000,-89.9881,35.14575,"1.947912992:18.5969138","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227773.35392038216,3893294.938001373,"16N"
13872701199,true,2016-09-13 13:42:00.000,-89.9879,35.14571667,"14.63325227:25.90283582","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227791.46913666878,3893290.692363186,"16N"
13872701200,true,2016-09-17 13:31:00.000,-89.98766667,35.14558333,"9.878863255:67.49956628","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227812.28840533044,3893275.259382273,"16N"
13872701201,true,2016-09-21 16:53:00.000,-89.98735,35.14613333,"4.094315883:157.4338894","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227842.9803510573,3893335.4149283366,"16N"
13872701202,true,2016-09-24 15:52:00.000,-89.98863333,35.14518333,"36.88353687:5.868119119","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227722.86108148843,3893233.5265114787,"16N"
13872701203,true,2016-09-28 13:42:00.000,-89.98868333,35.14515,"36.873739:11.25580005","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227718.19332469074,3893229.965490356,"16N"
13872701204,true,2016-10-05 15:50:00.000,-89.98856667,35.14518333,"35.86991349:12.70040332","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227728.93596074986,3893233.3439373598,"16N"
13872701205,true,2016-10-08 15:10:00.000,-89.9887,35.14515,"35.70260866:45.90067804","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227716.67414854915,3893230.011148966,"16N"
13872701206,true,2016-10-12 15:36:00.000,-89.9882,35.1452,"43.38766241:20.05490242","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227762.4070182388,3893234.189281681,"16N"
13872701207,true,2016-10-15 18:59:00.000,-89.98801667,35.1451,"24.23098889:85.30316559","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227778.78091379366,3893222.5922330427,"16N"
13872701208,true,2016-10-19 16:30:00.000,-89.98751667,35.14445,"28.81543739:59.1900467","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227822.1804912266,3893149.1056144726,"16N"
13872701209,true,2016-10-22 15:06:00.000,-89.9875,35.14498333,"7.046036318:11.50279529","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227825.4773863018,3893208.232986453,"16N"
13872701210,true,2016-10-26 14:37:00.000,-89.98753333,35.14488333,"2.876019308:3.998371273","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227822.1066126615,3893197.229230593,"16N"
13872701211,true,2016-10-29 14:33:00.000,-89.98751667,35.14491667,"0.958749123:16.71092884","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227823.73601259966,3893200.882693524,"16N"
13872701212,true,2016-11-02 15:36:00.000,-89.98753333,35.14506667,"10.57037893:14.8712623","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227822.71773605805,3893217.5708211297,"16N"
13872701213,true,2016-11-05 15:10:00.000,-89.98755,35.14493333,"0.000236733:15.18842955","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227820.75409669965,3893202.8223761995,"16N"
13872701214,true,2016-11-12 15:18:00.000,-89.98771667,35.14493333,"8.128356959:21.3369764","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227805.56503381667,3893203.2787167886,"16N"
13872701215,true,2017-03-17 15:08:00.000,-89.98751667,35.14503333,"9.394997821:40.11503183","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227824.12487076898,3893213.826131615,"16N"
13872701216,true,2017-03-24 14:49:00.000,-89.98793333,35.14491667,"17.78221577:107.4184994","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227785.7647135427,3893202.0235387855,"16N"
13872701217,true,2017-03-28 19:17:00.000,-89.988,35.14588333,"3.432278996:84.63639349","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227782.91159068915,3893309.4571412904,"16N"
13872701218,true,2017-03-31 15:51:00.000,-89.98868333,35.14536667,"19.53188493:21.13354792","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227718.91583015356,3893254.005056939,"16N"
13872701219,true,2017-04-03 17:11:00.000,-89.9885,35.14548333,"3.87502942:47.41869675","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227736.01206833177,3893266.446380005,"16N"
13872701220,true,2017-04-07 15:09:00.000,-89.98868333,35.14508333,"32.74993293:3.698922018","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227717.9710084069,3893222.5684447233,"16N"
13872701221,true,2017-04-10 14:21:00.000,-89.98868333,35.14511667,"34.67649825:9.404101384","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227718.08218317555,3893226.267522284,"16N"
13872701222,true,2017-04-13 18:21:00.000,-89.9886,35.14516667,"38.07672996:48.25628526","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227725.8429685451,3893231.5867946623,"16N"
13872701223,true,2017-04-17 20:33:00.000,-89.98903333,35.14491667,"3.708462682:56.42611441","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227685.51885661331,3893205.0361850346,"16N"
13872701224,true,2017-04-21 15:34:00.000,-89.98853333,35.14521667,"32.04262666:41.65933592","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227732.08548110723,3893236.9517018753,"16N"
13872701225,true,2017-04-24 17:01:00.000,-89.98823333,35.1455,"15.90841691:27.65319334","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227760.3698076232,3893267.565594413,"16N"
13872701226,true,2017-04-28 16:21:00.000,-89.98808333,35.14571667,"3.87422033:69.02096957","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227774.7619642507,3893291.194383958,"16N"
13872701227,true,2017-05-05 14:53:00.000,-89.98798333,35.1451,"21.24947606:61.3097576","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227781.81926729158,3893222.5009370726,"16N"
13872701228,true,2017-05-13 16:29:00.000,-89.98858333,35.14535,"17.84076909:34.4841001","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227727.97345407342,3893251.8816259014,"16N"
13872701229,true,2017-05-16 16:04:00.000,-89.98883333,35.14558333,"3.135080691:8.686545646","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227705.96852730698,3893278.4543713825,"16N"
13872701230,true,2017-05-19 17:28:00.000,-89.98878333,35.14551667,"2.264564572:25.20972953","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227710.30282753642,3893270.921480097,"16N"
13872701231,true,2017-05-22 19:50:00.000,-89.98886667,35.1453,"27.44393979:28.75709571","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227701.98533942207,3893247.110188633,"16N"
13872701232,true,2017-05-25 13:53:00.000,-89.98895,35.14555,"3.497966829:110.8727715","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227695.22502021055,3893275.0759814754,"16N"
13872701233,true,2017-05-29 17:35:00.000,-89.98773333,35.14555,"5.245071893:98.83732434","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227806.10245030076,3893271.7439349936,"16N"
13872701234,true,2017-06-01 18:29:00.000,-89.98816667,35.14636667,"15.11397165:9.404009678","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227769.33419863536,3893363.5401933775,"16N"
13872701235,true,2017-06-07 20:05:00.000,-89.98825,35.14631667,"23.06492277:25.93143843","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227761.57354541874,3893358.220891183,"16N"
13872701236,true,2017-06-12 14:37:00.000,-89.98823333,35.14655,"0.474350817:90.80923611","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227763.8706646068,3893384.063234763,"16N"
13872701237,true,2017-06-15 16:19:00.000,-89.98816667,35.14573333,"1.671643734:45.77740242","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227767.22259430605,3893293.2710369565,"16N"
13872701238,true,2017-06-26 14:20:00.000,-89.98778333,35.14546667,"4.423896227:43.6633663","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227801.26806774043,3893262.635368453,"16N"
13872701239,true,2017-06-29 14:04:00.000,-89.98818333,35.14568333,"3.552620865:NA","radio-transmitter","Agkistrodon contortrix","ID_4189","ID_4189","Spatial ecology of copperhead snakes in an urban park",227765.53763723944,3893287.7691542115,"16N"
